model_name,MF_type,MF_num,learning_rate,batch_size,num_epochs,train_MSE,train_MAE,train_RMSE,train_R2,val_MSE,val_MAE,val_RMSE,val_R2,training_time
model 120,Gaussian,5,0.0005,32,500,0.0978098064661026,0.2530973255634308,0.312745600938797,0.9600778818130493,0.09354284405708313,0.24552224576473236,0.30584773421287537,0.9621099829673767,389.5289113521576
model 121,Generalized Bell,3,0.0005,32,500,0.09628196060657501,0.2506389021873474,0.3102933466434479,0.9607014656066895,0.09215974062681198,0.2437085509300232,0.3035782277584076,0.9626702070236206,124.40483736991882
model 122,Generalized Bell,4,0.0005,32,500,0.09671399742364883,0.25131991505622864,0.31098875403404236,0.9605252742767334,0.09280616790056229,0.24394161999225616,0.3046410381793976,0.9624084234237671,222.80156445503235
model 123,Generalized Bell,5,0.0005,32,500,0.09567226469516754,0.24971213936805725,0.30930933356285095,0.9609505534172058,0.09203467518091202,0.2428082823753357,0.30337217450141907,0.9627208709716797,403.7335686683655
model 124,Smoothed Triangular,3,0.0005,32,500,0.10482850670814514,0.2616845667362213,0.3237723112106323,0.9572130441665649,0.1022467315196991,0.2548835277557373,0.31976044178009033,0.9585844278335571,137.99172830581665
model 125,Smoothed Triangular,4,0.0005,32,500,0.09532003849744797,0.2501221299171448,0.30873942375183105,0.9610942602157593,0.09260934591293335,0.24584951996803284,0.304317831993103,0.9624881148338318,239.8019518852234
model 126,Smoothed Triangular,5,0.0005,32,500,20.558116912841797,4.255368232727051,4.5341057777404785,-7.391048431396484,20.729185104370117,4.273225784301758,4.552931308746338,-7.396459579467773,422.2366840839386
model 127,Gaussian,3,0.001,32,500,0.09195146709680557,0.24625824391841888,0.3032349944114685,0.9624688029289246,0.08707316219806671,0.23797644674777985,0.29508161544799805,0.9647305607795715,115.82665586471558
model 128,Gaussian,4,0.001,32,500,0.09742392599582672,0.2524467706680298,0.31212806701660156,0.9602354764938354,0.09362974017858505,0.24519897997379303,0.3059897720813751,0.9620748162269592,212.46755409240723
model 129,Gaussian,5,0.001,32,500,0.09791836142539978,0.25320664048194885,0.31291911005973816,0.960033655166626,0.09401557594537735,0.24601960182189941,0.3066195845603943,0.9619185328483582,391.2530560493469
model 130,Generalized Bell,3,0.001,32,500,0.0971885472536087,0.25200602412223816,0.31175076961517334,0.9603312611579895,0.09341198951005936,0.24444180727005005,0.3056337535381317,0.9621630311012268,124.81093263626099
model 131,Generalized Bell,4,0.001,32,500,0.09007765352725983,0.2406293898820877,0.30012938380241394,0.9632338285446167,0.0879860371351242,0.23718255758285522,0.29662439227104187,0.9643608331680298,222.33521580696106
