model_name,MF_type,MF_num,learning_rate,batch_size,num_epochs,train_MSE,train_MAE,train_RMSE,train_R2,val_MSE,val_MAE,val_RMSE,val_R2,training_time
model 132,Generalized Bell,5,0.001,32,500,0.09607204794883728,0.25004109740257263,0.3099549114704132,0.9607874155044556,0.09248346090316772,0.2436295598745346,0.30411094427108765,0.9625391364097595,406.5512504577637
model 133,Smoothed Triangular,3,0.001,32,500,0.10411497950553894,0.2610940635204315,0.32266852259635925,0.957504391670227,0.10131899267435074,0.2545793652534485,0.31830644607543945,0.958960235118866,133.70078659057617
model 134,Smoothed Triangular,4,0.001,32,500,0.10379340499639511,0.26051464676856995,0.32216984033584595,0.9576356410980225,0.09967250376939774,0.25194257497787476,0.31570953130722046,0.9596271514892578,241.08532738685608
model 135,Smoothed Triangular,5,0.001,32,500,0.10648912191390991,0.2638706862926483,0.3263266980648041,0.956535279750824,0.10347558557987213,0.25718462467193604,0.32167622447013855,0.9580867290496826,424.4463918209076
model 136,Gaussian,3,0.0001,64,500,0.10790994763374329,0.26412421464920044,0.3284964859485626,0.9559555649757385,0.1051936224102974,0.25857648253440857,0.32433566451072693,0.9573907256126404,74.50268650054932
model 137,Gaussian,4,0.0001,64,500,0.10021061450242996,0.2536765933036804,0.3165605962276459,0.9590981006622314,0.09484617412090302,0.2442893087863922,0.3079710602760315,0.9615820050239563,168.87661480903625
model 138,Gaussian,5,0.0001,64,500,0.09683933109045029,0.2543599009513855,0.3111901879310608,0.9604739546775818,0.09483271092176437,0.24879151582717896,0.3079492151737213,0.9615874886512756,520.2707257270813
model 139,Generalized Bell,3,0.0001,64,500,0.10102773457765579,0.25723397731781006,0.3178485929965973,0.9587645530700684,0.09678608179092407,0.25060251355171204,0.3111046254634857,0.9607962369918823,79.21712851524353
model 140,Generalized Bell,4,0.0001,64,500,0.10502223670482635,0.25842416286468506,0.32407134771347046,0.9571340680122375,0.10150165855884552,0.2526882588863373,0.31859326362609863,0.9588862061500549,179.21918153762817
model 141,Generalized Bell,5,0.0001,64,500,0.10425573587417603,0.2565290629863739,0.32288655638694763,0.9574471116065979,0.09752745926380157,0.24770033359527588,0.3122938573360443,0.9604959487915039,541.3708574771881
model 142,Smoothed Triangular,3,0.0001,64,500,0.10686729848384857,0.2641654312610626,0.32690563797950745,0.9563807845115662,0.10389822721481323,0.25784581899642944,0.3223324716091156,0.9579154253005981,86.11384391784668
model 143,Smoothed Triangular,4,0.0001,64,500,20.55846405029297,4.255402088165283,4.534144401550293,-7.391122817993164,20.72953987121582,4.273259162902832,4.5529704093933105,-7.396615982055664,184.59912872314453
model 144,Smoothed Triangular,5,0.0001,64,500,0.2873568832874298,0.3198293149471283,0.5360568165779114,0.8827124238014221,0.24250587821006775,0.2980402410030365,0.4924488663673401,0.9017716646194458,534.4378485679626
model 145,Gaussian,3,0.0005,64,500,0.09903062134981155,0.2546776533126831,0.31469130516052246,0.9595797061920166,0.09582137316465378,0.24760189652442932,0.30955028533935547,0.9611870050430298,74.473313331604
model 146,Gaussian,4,0.0005,64,500,0.09701208025217056,0.25207555294036865,0.31146761775016785,0.960403561592102,0.09418817609548569,0.24640709161758423,0.30690091848373413,0.9618485569953918,170.6182246208191
model 147,Gaussian,5,0.0005,64,500,0.09644784033298492,0.25092434883117676,0.31056052446365356,0.9606338143348694,0.09237486869096756,0.24371905624866486,0.3039323389530182,0.962583065032959,545.578104019165
model 148,Generalized Bell,3,0.0005,64,500,0.09663841873407364,0.2507249712944031,0.31086719036102295,0.960555911064148,0.09272149205207825,0.24374817311763763,0.30450204014778137,0.9624426364898682,80.95030641555786
model 149,Generalized Bell,4,0.0005,64,500,0.09592178463935852,0.2503816783428192,0.30971240997314453,0.9608487486839294,0.09217124432325363,0.24331098794937134,0.30359718203544617,0.9626654982566833,178.99565243721008
model 150,Generalized Bell,5,0.0005,64,500,0.09677594900131226,0.25186169147491455,0.31108832359313965,0.9604998826980591,0.09346507489681244,0.24426409602165222,0.30572059750556946,0.9621414542198181,558.8709537982941
model 151,Smoothed Triangular,3,0.0005,64,500,20.558433532714844,4.255400657653809,4.5341410636901855,-7.391143798828125,20.729515075683594,4.273257732391357,4.552967548370361,-7.3966064453125,85.53393411636353
model 152,Smoothed Triangular,4,0.0005,64,500,0.10609366744756699,0.2655334174633026,0.3257202208042145,0.9566966891288757,0.10147857666015625,0.2570740580558777,0.3185570240020752,0.9588955640792847,184.71739530563354
model 153,Smoothed Triangular,5,0.0005,64,500,0.10398190468549728,0.2607591450214386,0.322462260723114,0.9575585126876831,0.10005021095275879,0.2524564266204834,0.3163071572780609,0.9594740867614746,540.2291703224182
model 154,Gaussian,3,0.001,64,500,0.09854380041360855,0.25354593992233276,0.3139168620109558,0.9597780108451843,0.09581411629915237,0.24686437845230103,0.3095385432243347,0.9611899852752686,75.58364772796631
model 155,Gaussian,4,0.001,64,500,0.09741082042455673,0.2526780664920807,0.31210705637931824,0.9602406620979309,0.09333650022745132,0.2454032003879547,0.3055102229118347,0.9621935486793518,172.6487205028534
model 156,Gaussian,5,0.001,64,500,0.09699209779500961,0.2515123784542084,0.3114355504512787,0.9604116678237915,0.09319482743740082,0.24422046542167664,0.3052782714366913,0.9622508883476257,564.9372627735138
model 157,Generalized Bell,3,0.001,64,500,0.0979907363653183,0.2533889412879944,0.31303471326828003,0.9600040912628174,0.09503263980150223,0.2462911307811737,0.30827364325523376,0.9615064859390259,80.7198224067688
model 158,Generalized Bell,4,0.001,64,500,0.09663255512714386,0.25142955780029297,0.31085777282714844,0.9605585932731628,0.09305712580680847,0.2449790984392166,0.30505266785621643,0.9623066782951355,179.83360052108765
model 159,Generalized Bell,5,0.001,64,500,0.09488829970359802,0.24841763079166412,0.30803945660591125,0.9612705707550049,0.09110415726900101,0.241930291056633,0.3018346428871155,0.9630977511405945,603.28542304039
model 160,Smoothed Triangular,3,0.001,64,500,0.10325775295495987,0.25666895508766174,0.32133743166923523,0.9578543901443481,0.09896969795227051,0.25029146671295166,0.3145945072174072,0.9599117636680603,85.61725234985352
model 161,Smoothed Triangular,4,0.001,64,500,0.10368253290653229,0.2606244683265686,0.321997731924057,0.9576806426048279,0.10106262564659119,0.2553214728832245,0.3179034888744354,0.9590640068054199,187.0981945991516
model 162,Smoothed Triangular,5,0.001,64,500,0.10278003662824631,0.2599262297153473,0.3205932676792145,0.9580492973327637,0.09995834529399872,0.255610853433609,0.3161619007587433,0.9595113396644592,575.9380149841309
