model_name,MF_type,MF_num,learning_rate,batch_size,num_epochs,train_MSE,train_MAE,train_RMSE,val_MSE,val_MAE,val_RMSE,training_time
model 161,Generalized Bell,2,0.0005,32,250,0.10348595678806305,0.2604871690273285,0.3216923177242279,0.09978970885276794,0.25279298424720764,0.31589508056640625,40.91555333137512
model 162,Generalized Bell,3,0.0005,32,250,0.09766450524330139,0.252684086561203,0.31251320242881775,0.09546082466840744,0.24725626409053802,0.30896735191345215,62.016424894332886
model 163,Generalized Bell,4,0.0005,32,250,0.09534592926502228,0.2497081458568573,0.30878135561943054,0.09317921847105026,0.24459956586360931,0.30525270104408264,110.43389511108398
model 164,Generalized Bell,5,0.0005,32,250,0.09661705791950226,0.2516009509563446,0.3108328580856323,0.09420036524534225,0.24544911086559296,0.30692076683044434,206.81796598434448
model 165,Smoothed Triangular,2,0.0005,32,250,9.532373428344727,3.026822090148926,3.087454080581665,9.428299903869629,3.0104176998138428,3.070553779602051,46.854506731033325
model 166,Smoothed Triangular,3,0.0005,32,250,20.565452575683594,4.25630521774292,4.534914970397949,20.336074829101562,4.2312331199646,4.509553909301758,66.66443753242493
model 167,Smoothed Triangular,4,0.0005,32,250,0.12147112935781479,0.28519126772880554,0.34852707386016846,0.11353279650211334,0.27736949920654297,0.3369462788105011,115.81717705726624
model 168,Smoothed Triangular,5,0.0005,32,250,0.09770139306783676,0.25389018654823303,0.3125722110271454,0.09322863072156906,0.2471107691526413,0.3053336441516876,211.8918833732605
model 169,Gaussian,2,0.001,32,250,0.10334034264087677,0.26009365916252136,0.32146593928337097,0.0998678058385849,0.2530378997325897,0.316018670797348,38.51689529418945
model 170,Gaussian,3,0.001,32,250,0.09782405197620392,0.2528614401817322,0.3127683699131012,0.09546300023794174,0.24832415580749512,0.3089708685874939,56.58581614494324
model 171,Gaussian,4,0.001,32,250,0.09676414728164673,0.2512723207473755,0.3110693693161011,0.09393355995416641,0.24456843733787537,0.3064858317375183,103.02736377716064
model 172,Gaussian,5,0.001,32,250,0.09753206372261047,0.25266727805137634,0.31230124831199646,0.09468455612659454,0.24503552913665771,0.3077085614204407,194.71816420555115
model 173,Generalized Bell,2,0.001,32,250,0.10086163878440857,0.25716066360473633,0.3175872266292572,0.09838969260454178,0.2518857717514038,0.3136713206768036,40.316060066223145
model 174,Generalized Bell,3,0.001,32,250,0.09415837377309799,0.246550515294075,0.3068523705005646,0.09239643067121506,0.2425885647535324,0.30396780371665955,61.34878087043762
model 175,Generalized Bell,4,0.001,32,250,0.09766118973493576,0.2520867586135864,0.31250789761543274,0.09468644112348557,0.24515536427497864,0.3077116310596466,109.90035438537598
model 176,Generalized Bell,5,0.001,32,250,0.09734946489334106,0.2515295743942261,0.3120087683200836,0.09448803961277008,0.24493113160133362,0.3073890805244446,202.08713293075562
model 177,Smoothed Triangular,2,0.001,32,250,3.090014696121216,1.7271853685379028,1.7578437328338623,3.0234692096710205,1.7090706825256348,1.7388125658035278,45.83332896232605
model 178,Smoothed Triangular,3,0.001,32,250,0.10549553483724594,0.26278191804885864,0.3248007595539093,0.10133974999189377,0.25398874282836914,0.3183390498161316,67.40248346328735
model 179,Smoothed Triangular,4,0.001,32,250,0.100543312728405,0.2573917806148529,0.3170856535434723,0.09752117842435837,0.252603679895401,0.31228381395339966,116.26496815681458
model 180,Smoothed Triangular,5,0.001,32,250,0.10586018860340118,0.26316362619400024,0.3253616392612457,0.10164668411016464,0.2548908293247223,0.3188207745552063,211.55450296401978
model 181,Gaussian,2,0.0001,64,250,1.0960379838943481,0.9955362677574158,1.046918272972107,1.0562635660171509,0.9773036241531372,1.0277467966079712,24.100067377090454
model 182,Gaussian,3,0.0001,64,250,1.2828254699707031,1.0852525234222412,1.1326189041137695,1.2400660514831543,1.067261815071106,1.1135824918746948,36.266897439956665
model 183,Gaussian,4,0.0001,64,250,1.334967017173767,1.110167145729065,1.1554077863693237,1.301016092300415,1.0968412160873413,1.1406209468841553,91.45137739181519
model 184,Gaussian,5,0.0001,64,250,1.1862423419952393,1.0407241582870483,1.0891475677490234,1.1503291130065918,1.0251903533935547,1.0725339651107788,208.17121171951294
model 185,Generalized Bell,2,0.0001,64,250,0.45664313435554504,0.5710746645927429,0.6757537722587585,0.430177241563797,0.550478458404541,0.6558789610862732,25.152218103408813
model 186,Generalized Bell,3,0.0001,64,250,0.9705599546432495,0.9310651421546936,0.9851700067520142,0.9455040693283081,0.919558584690094,0.9723703265190125,39.623494386672974
model 187,Generalized Bell,4,0.0001,64,250,0.4984106421470642,0.6369853615760803,0.7059820294380188,0.4814518094062805,0.6288941502571106,0.6938672661781311,94.51758337020874
model 188,Generalized Bell,5,0.0001,64,250,0.8339293003082275,0.8405858874320984,0.9131972789764404,0.7989963293075562,0.8206746578216553,0.8938659429550171,215.1322684288025
model 189,Smoothed Triangular,2,0.0001,64,250,20.356300354003906,4.231810092926025,4.511795520782471,20.12102699279785,4.206286430358887,4.485646724700928,26.88553547859192
model 190,Smoothed Triangular,3,0.0001,64,250,20.56549644470215,4.256309509277344,4.534919738769531,20.33610725402832,4.231236457824707,4.509557247161865,43.27399563789368
model 191,Smoothed Triangular,4,0.0001,64,250,20.565488815307617,4.256308555603027,4.534918785095215,20.336101531982422,4.231235980987549,4.509556770324707,98.91711831092834
model 192,Smoothed Triangular,5,0.0001,64,250,19.23110580444336,4.102691173553467,4.38532829284668,18.957326889038086,4.07420015335083,4.354001045227051,223.90404891967773
model 193,Gaussian,2,0.0005,64,250,0.10247612744569778,0.25931113958358765,0.3201189339160919,0.09934251010417938,0.2531287670135498,0.315186470746994,23.54995822906494
model 194,Gaussian,3,0.0005,64,250,0.10013648867607117,0.2562609314918518,0.3164435029029846,0.09632886201143265,0.24681751430034637,0.31036892533302307,36.38352346420288
model 195,Gaussian,4,0.0005,64,250,0.10366792976856232,0.26042211055755615,0.32197505235671997,0.09979026764631271,0.25184786319732666,0.3158959746360779,89.92250657081604
model 196,Gaussian,5,0.0005,64,250,0.09942881762981415,0.25504255294799805,0.3153233528137207,0.09586267173290253,0.24611961841583252,0.30961698293685913,208.2447874546051
model 197,Generalized Bell,2,0.0005,64,250,0.10037627816200256,0.25627681612968445,0.3168221414089203,0.0984264612197876,0.2518364191055298,0.3137299120426178,25.033549308776855
model 198,Generalized Bell,3,0.0005,64,250,0.09764648973941803,0.25197046995162964,0.31248438358306885,0.09488367289304733,0.24560382962226868,0.30803194642066956,38.97133016586304
model 199,Generalized Bell,4,0.0005,64,250,0.09553699940443039,0.2499234825372696,0.30909061431884766,0.09347757697105408,0.2448606938123703,0.3057410418987274,97.05164527893066
model 200,Generalized Bell,5,0.0005,64,250,0.09628020972013474,0.2501588463783264,0.31029051542282104,0.09410917013883591,0.24446898698806763,0.3067721724510193,216.89907813072205
model 201,Smoothed Triangular,2,0.0005,64,250,20.56549072265625,4.256309509277344,4.534919261932373,20.336103439331055,4.231236457824707,4.509556770324707,27.217275381088257
model 202,Smoothed Triangular,3,0.0005,64,250,13.185495376586914,3.51422119140625,3.631183624267578,13.038585662841797,3.494837999343872,3.61089825630188,42.35376787185669
model 203,Smoothed Triangular,4,0.0005,64,250,5.448784828186035,2.285977840423584,2.334263324737549,5.36795711517334,2.2678730487823486,2.316885232925415,99.99329900741577
model 204,Smoothed Triangular,5,0.0005,64,250,0.10276709496974945,0.25934356451034546,0.3205730617046356,0.09929598867893219,0.25257569551467896,0.3151126503944397,222.93493723869324
model 205,Gaussian,2,0.001,64,250,0.09559926390647888,0.2515760660171509,0.3091913163661957,0.09346797317266464,0.24565649032592773,0.3057253360748291,23.608265161514282
model 206,Gaussian,3,0.001,64,250,0.09944582730531693,0.25567010045051575,0.31535032391548157,0.09704715013504028,0.2502128481864929,0.3115239143371582,36.4652144908905
model 207,Gaussian,4,0.001,64,250,0.09751678258180618,0.25206315517425537,0.31227678060531616,0.09543158113956451,0.24787753820419312,0.3089200258255005,93.59504556655884
model 208,Gaussian,5,0.001,64,250,0.09607430547475815,0.25062888860702515,0.3099585473537445,0.09376633912324905,0.2446756511926651,0.3062129020690918,210.02027344703674
model 209,Generalized Bell,2,0.001,64,250,0.09729021042585373,0.25221943855285645,0.31191378831863403,0.09426399320363998,0.24509286880493164,0.30702441930770874,25.16730284690857
model 210,Generalized Bell,3,0.001,64,250,0.09524939209222794,0.249400794506073,0.3086250126361847,0.09298134595155716,0.24385099112987518,0.30492842197418213,39.747902631759644
model 211,Generalized Bell,4,0.001,64,250,0.09694857150316238,0.2519385814666748,0.31136566400527954,0.09405092895030975,0.24503262341022491,0.3066772520542145,97.04351878166199
model 212,Generalized Bell,5,0.001,64,250,0.09625593572854996,0.25061947107315063,0.3102514147758484,0.093716099858284,0.24486100673675537,0.30613085627555847,222.685453414917
model 213,Smoothed Triangular,2,0.001,64,250,0.10590756684541702,0.2631402015686035,0.3254344165325165,0.10168621689081192,0.2545771598815918,0.3188827633857727,26.713569402694702
model 214,Smoothed Triangular,3,0.001,64,250,2.277970790863037,1.4735649824142456,1.5092947483062744,2.2273802757263184,1.4574936628341675,1.4924410581588745,43.326199531555176
model 215,Smoothed Triangular,4,0.001,64,250,20.565401077270508,4.256300449371338,4.534909248352051,20.336017608642578,4.231227397918701,4.509547233581543,99.30694603919983
model 216,Smoothed Triangular,5,0.001,64,250,0.10298527032136917,0.25973379611968994,0.3209131956100464,0.09941311180591583,0.2520325481891632,0.3152984380722046,215.96816158294678
model 217,Gaussian,2,0.0001,128,500,0.5686062574386597,0.6615008115768433,0.7540598511695862,0.5403251051902771,0.6443008780479431,0.7350680828094482,34.60000681877136
model 218,Gaussian,3,0.0001,128,500,1.5517100095748901,1.2033025026321411,1.2456765174865723,1.511937141418457,1.1884031295776367,1.2296085357666016,53.77631425857544
model 219,Gaussian,4,0.0001,128,500,0.8451841473579407,0.8565375804901123,0.9193390011787415,0.8399330377578735,0.8571373224258423,0.9164786338806152,146.48755979537964
model 220,Gaussian,5,0.0001,128,500,0.7616304755210876,0.8005937337875366,0.8727144002914429,0.7314420938491821,0.784839928150177,0.8552438616752625,360.1221833229065
model 221,Generalized Bell,2,0.0001,128,500,0.6897649765014648,0.770512044429779,0.8305209279060364,0.6678200364112854,0.7596309185028076,0.8172025680541992,36.82099676132202
model 222,Generalized Bell,3,0.0001,128,500,0.6879764795303345,0.7666100859642029,0.8294434547424316,0.662259578704834,0.752753496170044,0.8137933015823364,56.50991702079773
model 223,Generalized Bell,4,0.0001,128,500,0.47367995977401733,0.5829871296882629,0.688244104385376,0.4562712013721466,0.5744512677192688,0.6754785180091858,153.44390988349915
model 224,Generalized Bell,5,0.0001,128,500,0.4174882769584656,0.558210551738739,0.646133303642273,0.41390538215637207,0.56017005443573,0.6433547735214233,362.11967492103577
model 225,Smoothed Triangular,2,0.0001,128,500,20.37132453918457,4.232823371887207,4.513460159301758,20.150606155395508,4.208171367645264,4.488942623138428,39.30948495864868
model 226,Smoothed Triangular,3,0.0001,128,500,20.044445037841797,4.196895122528076,4.477102279663086,19.841516494750977,4.173334121704102,4.454381942749023,61.01666283607483
model 227,Smoothed Triangular,4,0.0001,128,500,19.731285095214844,4.162198543548584,4.441991329193115,19.508834838867188,4.137509346008301,4.4168806076049805,162.0697214603424
model 228,Smoothed Triangular,5,0.0001,128,500,15.828534126281738,3.6423206329345703,3.978508949279785,15.843422889709473,3.6365609169006348,3.980379819869995,389.17639231681824
model 229,Gaussian,2,0.0005,128,500,0.1024378314614296,0.2592480778694153,0.3200591206550598,0.09919010102748871,0.25255119800567627,0.3149445950984955,35.60030198097229
model 230,Gaussian,3,0.0005,128,500,0.09886505454778671,0.2544018626213074,0.3144281506538391,0.09527208656072617,0.24530477821826935,0.3086617588996887,53.14266109466553
model 231,Gaussian,4,0.0005,128,500,0.09997676312923431,0.2560248076915741,0.31619101762771606,0.09761928766965866,0.2514379918575287,0.3124408423900604,153.65066480636597
model 232,Gaussian,5,0.0005,128,500,0.09745517373085022,0.2515270411968231,0.3121781051158905,0.09450636804103851,0.244506374001503,0.3074188828468323,373.259973526001
model 233,Generalized Bell,2,0.0005,128,500,0.09693137556314468,0.25208598375320435,0.31133803725242615,0.09409237653017044,0.24545398354530334,0.3067448139190674,37.50043296813965
model 234,Generalized Bell,3,0.0005,128,500,0.09625504165887833,0.2503584921360016,0.3102499544620514,0.09433429688215256,0.24519416689872742,0.3071388900279999,56.46714925765991
model 235,Generalized Bell,4,0.0005,128,500,0.09682410955429077,0.2516758143901825,0.3111657202243805,0.09450223296880722,0.24584907293319702,0.30741214752197266,151.52078700065613
model 236,Generalized Bell,5,0.0005,128,500,0.08998939394950867,0.24062836170196533,0.29998230934143066,0.08852384239435196,0.23589873313903809,0.29752957820892334,357.9857461452484
model 237,Smoothed Triangular,2,0.0005,128,500,20.565492630004883,4.256309509277344,4.534919261932373,20.336103439331055,4.231235980987549,4.509556770324707,39.95012617111206
model 238,Smoothed Triangular,3,0.0005,128,500,20.565481185913086,4.256308078765869,4.534917831420898,20.336090087890625,4.231234550476074,4.509555339813232,59.58097577095032
model 239,Smoothed Triangular,4,0.0005,128,500,0.15344780683517456,0.3107447624206543,0.3917241394519806,0.14388610422611237,0.2939494550228119,0.37932321429252625,155.66077208518982
model 240,Smoothed Triangular,5,0.0005,128,500,0.10331863164901733,0.2602534592151642,0.3214321434497833,0.10069979727268219,0.2546030879020691,0.31733232736587524,389.5382306575775
model 241,Gaussian,2,0.001,128,500,0.09815271943807602,0.2534913420677185,0.31329333782196045,0.09588151425123215,0.24851392209529877,0.30964741110801697,35.2001268863678
model 242,Gaussian,3,0.001,128,500,0.09863995760679245,0.2541576027870178,0.3140699863433838,0.09530778229236603,0.24594806134700775,0.30871957540512085,53.76655554771423
model 243,Gaussian,4,0.001,128,500,0.09240707755088806,0.2482970952987671,0.3039853274822235,0.09306429326534271,0.24819323420524597,0.3050644099712372,146.49235796928406
model 244,Gaussian,5,0.001,128,500,0.09936139732599258,0.25522640347480774,0.31521642208099365,0.09625732898712158,0.24770955741405487,0.31025364995002747,355.787859916687
model 245,Generalized Bell,2,0.001,128,500,0.0971541628241539,0.25261175632476807,0.3116956353187561,0.09441402554512024,0.24623796343803406,0.3072686493396759,36.9995334148407
model 246,Generalized Bell,3,0.001,128,500,0.09960030764341354,0.2553498148918152,0.3155951499938965,0.09771240502595901,0.25102779269218445,0.3125898241996765,56.14840626716614
model 247,Generalized Bell,4,0.001,128,500,0.09219608455896378,0.24548804759979248,0.3036380708217621,0.08952636271715164,0.23928891122341156,0.2992095649242401,153.53415417671204
model 248,Generalized Bell,5,0.001,128,500,0.09462536871433258,0.2493465691804886,0.3076123595237732,0.09248446673154831,0.243801549077034,0.30411258339881897,360.51659417152405
model 249,Smoothed Triangular,2,0.001,128,500,20.56548309326172,4.256308078765869,4.534918308258057,20.33609962463379,4.231235504150391,4.509556293487549,39.84991526603699
model 250,Smoothed Triangular,3,0.001,128,500,0.4429524838924408,0.4534775912761688,0.6655467748641968,0.42976903915405273,0.44542092084884644,0.6555677056312561,59.52366089820862
model 251,Smoothed Triangular,4,0.001,128,500,0.11225494742393494,0.2741783559322357,0.3350446820259094,0.10572879016399384,0.2658376395702362,0.32515963912010193,155.65990710258484
model 252,Smoothed Triangular,5,0.001,128,500,0.09847074002027512,0.254471093416214,0.31380048394203186,0.09282056242227554,0.2478027492761612,0.304664671421051,365.2169165611267
model 253,Gaussian,2,0.0001,32,500,0.10078678280115128,0.2570779025554657,0.3174693286418915,0.09874700009822845,0.25414571166038513,0.31424036622047424,76.67348289489746
model 254,Gaussian,3,0.0001,32,500,0.09819819778203964,0.2533310353755951,0.3133659064769745,0.09529756009578705,0.24690112471580505,0.3087030351161957,110.94976496696472
model 255,Gaussian,4,0.0001,32,500,0.101667620241642,0.2579517662525177,0.31885361671447754,0.09858845174312592,0.2515731453895569,0.31398797035217285,202.14996647834778
model 256,Gaussian,5,0.0001,32,500,0.09885785728693008,0.2543749511241913,0.31441670656204224,0.09524858742952347,0.24504514038562775,0.30862370133399963,383.4592728614807
model 257,Generalized Bell,2,0.0001,32,500,0.10169792175292969,0.25674962997436523,0.3189011216163635,0.09809567779302597,0.2490752637386322,0.31320229172706604,80.43083548545837
model 258,Generalized Bell,3,0.0001,32,500,0.09656299650669098,0.25068771839141846,0.31074586510658264,0.09402188658714294,0.2445557713508606,0.30662989616394043,118.68371105194092
model 259,Generalized Bell,4,0.0001,32,500,0.09485891461372375,0.24859945476055145,0.30799174308776855,0.09309465438127518,0.2438281625509262,0.30511417984962463,213.80150389671326
model 260,Generalized Bell,5,0.0001,32,500,0.09692327678203583,0.251689612865448,0.3113250434398651,0.09523069113492966,0.24774840474128723,0.3085947036743164,398.283483505249
model 261,Smoothed Triangular,2,0.0001,32,500,20.565486907958984,4.256308555603027,4.534918785095215,20.33610725402832,4.231235980987549,4.509557247161865,86.6831214427948
model 262,Smoothed Triangular,3,0.0001,32,500,13.732244491577148,3.533967971801758,3.7057042121887207,13.582948684692383,3.5145013332366943,3.6855051517486572,134.24804425239563
model 263,Smoothed Triangular,4,0.0001,32,500,9.56335735321045,2.9686014652252197,3.092467784881592,9.467878341674805,2.9524648189544678,3.0769917964935303,231.2969627380371
model 264,Smoothed Triangular,5,0.0001,32,500,20.565431594848633,4.256302833557129,4.534912586212158,20.336040496826172,4.231229305267334,4.509550094604492,421.71976137161255
model 265,Gaussian,2,0.0005,32,500,0.09705234318971634,0.2523999810218811,0.31153225898742676,0.09430210292339325,0.24577976763248444,0.3070864677429199,76.11692237854004
model 266,Gaussian,3,0.0005,32,500,0.0933438315987587,0.25025415420532227,0.30552223324775696,0.09321077913045883,0.24846357107162476,0.3053044080734253,110.58777523040771
model 267,Gaussian,4,0.0005,32,500,0.09520232677459717,0.24938863515853882,0.3085487484931946,0.09285198152065277,0.24388530850410461,0.30471622943878174,201.5275535583496
model 268,Gaussian,5,0.0005,32,500,0.09644678980112076,0.25142431259155273,0.31055882573127747,0.09381438791751862,0.24551565945148468,0.3062913417816162,379.7696313858032
model 269,Generalized Bell,2,0.0005,32,500,0.09775616973638535,0.25342920422554016,0.3126598298549652,0.09532073885202408,0.24890746176242828,0.3087405562400818,80.00041270256042
model 270,Generalized Bell,3,0.0005,32,500,0.09446293115615845,0.2486097663640976,0.30734822154045105,0.09248480945825577,0.24311962723731995,0.30411314964294434,120.83394026756287
model 271,Generalized Bell,4,0.0005,32,500,0.09216354042291641,0.24504752457141876,0.303584486246109,0.09007987380027771,0.23896871507167816,0.30013307929039,214.39413809776306
model 272,Generalized Bell,5,0.0005,32,500,0.0951365977525711,0.24926479160785675,0.30844220519065857,0.09292613714933395,0.24361005425453186,0.3048378825187683,400.7865369319916
model 273,Smoothed Triangular,2,0.0005,32,500,3.3684749603271484,1.8060088157653809,1.8353404998779297,3.3082826137542725,1.7904359102249146,1.8188685178756714,87.41608142852783
model 274,Smoothed Triangular,3,0.0005,32,500,20.56542205810547,4.256302356719971,4.534911632537842,20.336034774780273,4.231228828430176,4.509549140930176,135.9008228778839
model 275,Smoothed Triangular,4,0.0005,32,500,0.10332262516021729,0.26024898886680603,0.32143837213516235,0.09967051446437836,0.2524881362915039,0.31570637226104736,227.887127161026
model 276,Smoothed Triangular,5,0.0005,32,500,0.105849489569664,0.2631385028362274,0.3253451883792877,0.10175243020057678,0.2543811500072479,0.31898656487464905,421.57858872413635
model 277,Gaussian,2,0.001,32,500,0.09628327190876007,0.2508885860443115,0.3102954626083374,0.09375392645597458,0.24464501440525055,0.30619263648986816,76.02383089065552
model 278,Gaussian,3,0.001,32,500,0.09641794860363007,0.2509971261024475,0.31051239371299744,0.09362515807151794,0.24503888189792633,0.3059822916984558,110.69770789146423
model 279,Gaussian,4,0.001,32,500,0.09723582118749619,0.25244006514549255,0.31182658672332764,0.09494252502918243,0.2464618980884552,0.3081274628639221,201.88215804100037
model 280,Gaussian,5,0.001,32,500,0.09677229821681976,0.25154927372932434,0.3110824525356293,0.09428872168064117,0.24597999453544617,0.3070646822452545,386.1863970756531
model 281,Generalized Bell,2,0.001,32,500,0.09170670807361603,0.2449483424425125,0.30283114314079285,0.08967380225658417,0.23996223509311676,0.299455851316452,80.80589413642883
model 282,Generalized Bell,3,0.001,32,500,0.09616710990667343,0.251450777053833,0.3101082146167755,0.09390261024236679,0.24690404534339905,0.30643531680107117,120.18394136428833
model 283,Generalized Bell,4,0.001,32,500,0.09504303336143494,0.24939095973968506,0.3082905113697052,0.09243965148925781,0.24316567182540894,0.3040389120578766,213.45461678504944
model 284,Generalized Bell,5,0.001,32,500,0.09364687651395798,0.24706652760505676,0.30601778626441956,0.09151959419250488,0.24113376438617706,0.30252206325531006,398.3721182346344
model 285,Smoothed Triangular,2,0.001,32,500,0.10591672360897064,0.26331281661987305,0.32544848322868347,0.10187066346406937,0.25480127334594727,0.31917184591293335,89.70531964302063
model 286,Smoothed Triangular,3,0.001,32,500,0.10419752448797226,0.26122215390205383,0.32279640436172485,0.10037613660097122,0.25234875082969666,0.3168219327926636,131.98817610740662
model 287,Smoothed Triangular,4,0.001,32,500,20.565126419067383,4.256275177001953,4.534878730773926,20.33574104309082,4.231199264526367,4.509516716003418,228.76820039749146
model 288,Smoothed Triangular,5,0.001,32,500,0.10312744230031967,0.25978273153305054,0.32113462686538696,0.09950658679008484,0.25091639161109924,0.3154466450214386,419.10317945480347
model 289,Gaussian,2,0.0001,64,500,0.10579162836074829,0.2631397545337677,0.32525625824928284,0.10179364681243896,0.2546350955963135,0.31905117630958557,46.51432251930237
model 290,Gaussian,3,0.0001,64,500,0.09980589896440506,0.25512444972991943,0.31592071056365967,0.09687323123216629,0.24855981767177582,0.3112446367740631,70.9834291934967
model 291,Gaussian,4,0.0001,64,500,0.10322268307209015,0.25833627581596375,0.32128286361694336,0.10157082229852676,0.25672411918640137,0.31870177388191223,183.68459558486938
model 292,Gaussian,5,0.0001,64,500,0.10155337303876877,0.25780078768730164,0.31867438554763794,0.09810854494571686,0.25004589557647705,0.31322282552719116,436.8797285556793
model 293,Generalized Bell,2,0.0001,64,500,0.0997755154967308,0.2553116977214813,0.3158726394176483,0.09785955399274826,0.2525883913040161,0.31282511353492737,48.94388246536255
model 294,Generalized Bell,3,0.0001,64,500,0.09932421892881393,0.25296181440353394,0.3151574432849884,0.09660239517688751,0.24674008786678314,0.31080925464630127,76.8430962562561
model 295,Generalized Bell,4,0.0001,64,500,0.10307949036359787,0.25492632389068604,0.3210599422454834,0.10160192847251892,0.25039413571357727,0.3187505602836609,188.72527384757996
model 296,Generalized Bell,5,0.0001,64,500,0.10208901017904282,0.25491970777511597,0.3195137083530426,0.10052677243947983,0.25087642669677734,0.31705957651138306,435.9860920906067
model 297,Smoothed Triangular,2,0.0001,64,500,19.87378692626953,4.186175346374512,4.45800256729126,19.625476837158203,4.1595330238342285,4.430065155029297,53.48080897331238
model 298,Smoothed Triangular,3,0.0001,64,500,15.624536514282227,3.7732512950897217,3.9527883529663086,15.477564811706543,3.755037307739258,3.9341535568237305,82.35074210166931
model 299,Smoothed Triangular,4,0.0001,64,500,16.56427764892578,3.829275608062744,4.069923400878906,16.384580612182617,3.8078694343566895,4.047787189483643,203.28849864006042
model 300,Smoothed Triangular,5,0.0001,64,500,9.802639961242676,3.0106990337371826,3.1309168338775635,9.520294189453125,2.9746923446655273,3.0854973793029785,447.2699580192566
model 301,Gaussian,2,0.0005,64,500,0.1021462231874466,0.2587449252605438,0.31960323452949524,0.09832161664962769,0.24953605234622955,0.3135627806186676,46.41700530052185
model 302,Gaussian,3,0.0005,64,500,0.09781661629676819,0.25299400091171265,0.3127564787864685,0.09460818767547607,0.24478779733181,0.3075844347476959,71.0280487537384
model 303,Gaussian,4,0.0005,64,500,0.09806831926107407,0.25292617082595825,0.31315863132476807,0.09432066977024078,0.24396806955337524,0.30711671710014343,186.48473024368286
model 304,Gaussian,5,0.0005,64,500,0.096865713596344,0.25149327516555786,0.3112325668334961,0.09426243603229523,0.24553553760051727,0.3070218861103058,427.0437650680542
model 305,Generalized Bell,2,0.0005,64,500,0.09647490829229355,0.2512425184249878,0.3106040954589844,0.09416083991527557,0.2453220784664154,0.3068563938140869,48.60197162628174
model 306,Generalized Bell,3,0.0005,64,500,0.09603183716535568,0.2505028247833252,0.3098900318145752,0.09362392127513885,0.24458174407482147,0.30598026514053345,77.4428162574768
model 307,Generalized Bell,4,0.0005,64,500,0.09556687623262405,0.24993516504764557,0.3091389238834381,0.09331858158111572,0.2444763481616974,0.3054808974266052,191.25145268440247
model 308,Generalized Bell,5,0.0005,64,500,0.09133049100637436,0.24549861252307892,0.30220934748649597,0.09005468338727951,0.24054911732673645,0.30009111762046814,438.81758642196655
model 309,Smoothed Triangular,2,0.0005,64,500,9.352066040039062,3.0273032188415527,3.058114767074585,9.259252548217773,3.0124711990356445,3.0429019927978516,53.00045824050903
model 310,Smoothed Triangular,3,0.0005,64,500,20.565452575683594,4.2563066482543945,4.534914970397949,20.33607292175293,4.231232643127441,4.5095534324646,82.50065088272095
model 311,Smoothed Triangular,4,0.0005,64,500,20.56540298461914,4.256300449371338,4.534909248352051,20.336017608642578,4.231226921081543,4.509547233581543,197.79595279693604
model 312,Smoothed Triangular,5,0.0005,64,500,0.10582440346479416,0.26305270195007324,0.32530662417411804,0.10168217867612839,0.25452694296836853,0.3188764452934265,455.9258818626404
model 313,Gaussian,2,0.001,64,500,0.10259111225605011,0.25940054655075073,0.3202984631061554,0.09927473962306976,0.2533683478832245,0.3150789439678192,46.92867302894592
model 314,Gaussian,3,0.001,64,500,0.09913811087608337,0.2553901970386505,0.31486204266548157,0.09759141504764557,0.25147587060928345,0.31239625811576843,71.2812077999115
model 315,Gaussian,4,0.001,64,500,0.09739112854003906,0.25263166427612305,0.31207552552223206,0.09436240792274475,0.2449512630701065,0.307184636592865,182.5677752494812
model 316,Gaussian,5,0.001,64,500,0.09682256728410721,0.25202837586402893,0.3111632466316223,0.0945214107632637,0.24590907990932465,0.3074433505535126,439.51970744132996
model 317,Generalized Bell,2,0.001,64,500,0.09930647164583206,0.2553158402442932,0.31512928009033203,0.0969969630241394,0.250501424074173,0.31144335865974426,49.53048586845398
model 318,Generalized Bell,3,0.001,64,500,0.09617462754249573,0.25078704953193665,0.3101203441619873,0.09384565055370331,0.24502912163734436,0.30634236335754395,76.50027871131897
model 319,Generalized Bell,4,0.001,64,500,0.09613271802663803,0.25063034892082214,0.310052752494812,0.09356585890054703,0.24432937800884247,0.305885374546051,189.051451921463
model 320,Generalized Bell,5,0.001,64,500,0.09427931904792786,0.24862773716449738,0.30704936385154724,0.09184437245130539,0.24252817034721375,0.30305835604667664,442.636878490448
model 321,Smoothed Triangular,2,0.001,64,500,20.56547737121582,4.256308078765869,4.53491735458374,20.336088180541992,4.231234073638916,4.509555339813232,52.70741271972656
model 322,Smoothed Triangular,3,0.001,64,500,0.10371889173984528,0.26070070266723633,0.3220541775226593,0.09998470544815063,0.2527121901512146,0.31620359420776367,82.86691451072693
model 323,Smoothed Triangular,4,0.001,64,500,0.103297658264637,0.2600075304508209,0.3213995397090912,0.09964127838611603,0.2511822581291199,0.3156600594520569,201.50226998329163
model 324,Smoothed Triangular,5,0.001,64,500,20.565134048461914,4.25627326965332,4.534879684448242,20.335752487182617,4.231201171875,4.509518146514893,444.82623076438904
